artifact_id,study_family,source_id,source_name,source_url,source_version,artifact_reference,selection_status,selection_basis,case_count,condition_evaluation_count,license_policy,content_boundary
ext-art-042,agent_skills,anthropics-skills,Anthropic public skills repository,https://github.com/anthropics/skills,57546260929473d4e0d1c1bb75297be2fdfa1949,skills/claude-api/shared/error-codes.md,metadata_candidate,relevant_tree_path,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-043,agent_skills,anthropics-skills,Anthropic public skills repository,https://github.com/anthropics/skills,57546260929473d4e0d1c1bb75297be2fdfa1949,skills/claude-api/shared/live-sources.md,metadata_candidate,relevant_tree_path,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-044,agent_skills,anthropics-skills,Anthropic public skills repository,https://github.com/anthropics/skills,57546260929473d4e0d1c1bb75297be2fdfa1949,skills/claude-api/shared/managed-agents-api-reference.md,metadata_candidate,relevant_tree_path,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-045,agent_skills,anthropics-skills,Anthropic public skills repository,https://github.com/anthropics/skills,57546260929473d4e0d1c1bb75297be2fdfa1949,skills/claude-api/shared/managed-agents-client-patterns.md,metadata_candidate,relevant_tree_path,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-046,agent_skills,anthropics-skills,Anthropic public skills repository,https://github.com/anthropics/skills,57546260929473d4e0d1c1bb75297be2fdfa1949,skills/claude-api/shared/managed-agents-core.md,metadata_candidate,relevant_tree_path,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-047,agent_skills,anthropics-skills,Anthropic public skills repository,https://github.com/anthropics/skills,57546260929473d4e0d1c1bb75297be2fdfa1949,skills/claude-api/shared/managed-agents-environments.md,metadata_candidate,relevant_tree_path,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-048,agent_skills,anthropics-skills,Anthropic public skills repository,https://github.com/anthropics/skills,57546260929473d4e0d1c1bb75297be2fdfa1949,skills/claude-api/shared/managed-agents-events.md,metadata_candidate,relevant_tree_path,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-049,agent_skills,anthropics-skills,Anthropic public skills repository,https://github.com/anthropics/skills,57546260929473d4e0d1c1bb75297be2fdfa1949,skills/claude-api/shared/managed-agents-memory.md,metadata_candidate,relevant_tree_path,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-050,agent_skills,anthropics-skills,Anthropic public skills repository,https://github.com/anthropics/skills,57546260929473d4e0d1c1bb75297be2fdfa1949,skills/claude-api/shared/managed-agents-multiagent.md,metadata_candidate,relevant_tree_path,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-051,agent_skills,anthropics-skills,Anthropic public skills repository,https://github.com/anthropics/skills,57546260929473d4e0d1c1bb75297be2fdfa1949,skills/claude-api/shared/managed-agents-onboarding.md,metadata_candidate,relevant_tree_path,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-052,agent_skills,anthropics-skills,Anthropic public skills repository,https://github.com/anthropics/skills,57546260929473d4e0d1c1bb75297be2fdfa1949,skills/claude-api/shared/managed-agents-outcomes.md,metadata_candidate,relevant_tree_path,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-053,agent_skills,anthropics-skills,Anthropic public skills repository,https://github.com/anthropics/skills,57546260929473d4e0d1c1bb75297be2fdfa1949,skills/claude-api/shared/managed-agents-overview.md,metadata_candidate,relevant_tree_path,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-054,agent_skills,anthropics-skills,Anthropic public skills repository,https://github.com/anthropics/skills,57546260929473d4e0d1c1bb75297be2fdfa1949,skills/claude-api/shared/managed-agents-scheduled-deployments.md,metadata_candidate,relevant_tree_path,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-055,agent_skills,anthropics-skills,Anthropic public skills repository,https://github.com/anthropics/skills,57546260929473d4e0d1c1bb75297be2fdfa1949,skills/claude-api/shared/managed-agents-self-hosted-sandboxes.md,metadata_candidate,relevant_tree_path,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-056,agent_skills,anthropics-skills,Anthropic public skills repository,https://github.com/anthropics/skills,57546260929473d4e0d1c1bb75297be2fdfa1949,skills/claude-api/shared/managed-agents-tools.md,metadata_candidate,relevant_tree_path,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-057,agent_skills,anthropics-skills,Anthropic public skills repository,https://github.com/anthropics/skills,57546260929473d4e0d1c1bb75297be2fdfa1949,skills/claude-api/shared/managed-agents-webhooks.md,metadata_candidate,relevant_tree_path,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-058,agent_skills,anthropics-skills,Anthropic public skills repository,https://github.com/anthropics/skills,57546260929473d4e0d1c1bb75297be2fdfa1949,skills/claude-api/shared/model-migration.md,metadata_candidate,relevant_tree_path,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-059,agent_skills,anthropics-skills,Anthropic public skills repository,https://github.com/anthropics/skills,57546260929473d4e0d1c1bb75297be2fdfa1949,skills/claude-api/shared/models.md,metadata_candidate,relevant_tree_path,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-060,agent_skills,anthropics-skills,Anthropic public skills repository,https://github.com/anthropics/skills,57546260929473d4e0d1c1bb75297be2fdfa1949,skills/claude-api/shared/prompt-caching.md,metadata_candidate,relevant_tree_path,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-061,agent_skills,voltagent-awesome,Awesome Agent Skills index,https://github.com/VoltAgent/awesome-agent-skills,934b1e80b131155edd6fdfe80e66dc88e9dee354,upstream:https://github.com/AgriciDaniel/claude-seo,metadata_candidate,index_upstream_link,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-062,agent_skills,voltagent-awesome,Awesome Agent Skills index,https://github.com/VoltAgent/awesome-agent-skills,934b1e80b131155edd6fdfe80e66dc88e9dee354,upstream:https://github.com/AvdLee/SwiftUI-Agent-Skill,metadata_candidate,index_upstream_link,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-063,agent_skills,voltagent-awesome,Awesome Agent Skills index,https://github.com/VoltAgent/awesome-agent-skills,934b1e80b131155edd6fdfe80e66dc88e9dee354,upstream:https://github.com/BehiSecc/VibeSec-Skill,metadata_candidate,index_upstream_link,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-064,agent_skills,voltagent-awesome,Awesome Agent Skills index,https://github.com/VoltAgent/awesome-agent-skills,934b1e80b131155edd6fdfe80e66dc88e9dee354,upstream:https://github.com/BrianRWagner/ai-marketing-skills,metadata_candidate,index_upstream_link,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-065,agent_skills,voltagent-awesome,Awesome Agent Skills index,https://github.com/VoltAgent/awesome-agent-skills,934b1e80b131155edd6fdfe80e66dc88e9dee354,upstream:https://github.com/Charlie85270/Dorothy,metadata_candidate,index_upstream_link,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-066,agent_skills,voltagent-awesome,Awesome Agent Skills index,https://github.com/VoltAgent/awesome-agent-skills,934b1e80b131155edd6fdfe80e66dc88e9dee354,upstream:https://github.com/CloudAI-X/threejs-skills,metadata_candidate,index_upstream_link,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-067,agent_skills,voltagent-awesome,Awesome Agent Skills index,https://github.com/VoltAgent/awesome-agent-skills,934b1e80b131155edd6fdfe80e66dc88e9dee354,upstream:https://github.com/CosmoBlk/email-marketing-bible,metadata_candidate,index_upstream_link,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-068,agent_skills,voltagent-awesome,Awesome Agent Skills index,https://github.com/VoltAgent/awesome-agent-skills,934b1e80b131155edd6fdfe80e66dc88e9dee354,upstream:https://github.com/Digidai/product-manager-skills,metadata_candidate,index_upstream_link,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-069,agent_skills,voltagent-awesome,Awesome Agent Skills index,https://github.com/VoltAgent/awesome-agent-skills,934b1e80b131155edd6fdfe80e66dc88e9dee354,upstream:https://github.com/Ericyoung-183/alpha-insights,metadata_candidate,index_upstream_link,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-070,agent_skills,voltagent-awesome,Awesome Agent Skills index,https://github.com/VoltAgent/awesome-agent-skills,934b1e80b131155edd6fdfe80e66dc88e9dee354,upstream:https://github.com/Eronred/aso-skills,metadata_candidate,index_upstream_link,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-071,agent_skills,voltagent-awesome,Awesome Agent Skills index,https://github.com/VoltAgent/awesome-agent-skills,934b1e80b131155edd6fdfe80e66dc88e9dee354,upstream:https://github.com/EveryInc/charlie-cfo-skill,metadata_candidate,index_upstream_link,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-072,agent_skills,voltagent-awesome,Awesome Agent Skills index,https://github.com/VoltAgent/awesome-agent-skills,934b1e80b131155edd6fdfe80e66dc88e9dee354,upstream:https://github.com/GanyuanRan/Aegis,metadata_candidate,index_upstream_link,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-073,agent_skills,voltagent-awesome,Awesome Agent Skills index,https://github.com/VoltAgent/awesome-agent-skills,934b1e80b131155edd6fdfe80e66dc88e9dee354,upstream:https://github.com/HeshamFS/materials-simulation-skills,metadata_candidate,index_upstream_link,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-074,agent_skills,voltagent-awesome,Awesome Agent Skills index,https://github.com/VoltAgent/awesome-agent-skills,934b1e80b131155edd6fdfe80e66dc88e9dee354,upstream:https://github.com/Joannis/claude-skills,metadata_candidate,index_upstream_link,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-075,agent_skills,voltagent-awesome,Awesome Agent Skills index,https://github.com/VoltAgent/awesome-agent-skills,934b1e80b131155edd6fdfe80e66dc88e9dee354,upstream:https://github.com/K-Dense-AI/claude-scientific-skills,metadata_candidate,index_upstream_link,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-076,agent_skills,voltagent-awesome,Awesome Agent Skills index,https://github.com/VoltAgent/awesome-agent-skills,934b1e80b131155edd6fdfe80e66dc88e9dee354,upstream:https://github.com/LambdaTest/agent-skills,metadata_candidate,index_upstream_link,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-077,agent_skills,voltagent-awesome,Awesome Agent Skills index,https://github.com/VoltAgent/awesome-agent-skills,934b1e80b131155edd6fdfe80e66dc88e9dee354,upstream:https://github.com/Leonxlnx/taste-skill,metadata_candidate,index_upstream_link,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-078,agent_skills,voltagent-awesome,Awesome Agent Skills index,https://github.com/VoltAgent/awesome-agent-skills,934b1e80b131155edd6fdfe80e66dc88e9dee354,upstream:https://github.com/Lum1104/Understand-Anything,metadata_candidate,index_upstream_link,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-079,agent_skills,voltagent-awesome,Awesome Agent Skills index,https://github.com/VoltAgent/awesome-agent-skills,934b1e80b131155edd6fdfe80e66dc88e9dee354,upstream:https://github.com/MohamedAbdallah-14/unslop,metadata_candidate,index_upstream_link,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-080,agent_skills,voltagent-awesome,Awesome Agent Skills index,https://github.com/VoltAgent/awesome-agent-skills,934b1e80b131155edd6fdfe80e66dc88e9dee354,upstream:https://github.com/NVIDIA/skills,metadata_candidate,index_upstream_link,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-081,mcp_and_tool_recipes,mcp-reference-servers,Model Context Protocol servers,https://github.com/modelcontextprotocol/servers,7b1170d1da1e36bc9f553f51e76e64cbfd652b3e,src/everything,metadata_candidate,manifest_directory,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-082,mcp_and_tool_recipes,mcp-reference-servers,Model Context Protocol servers,https://github.com/modelcontextprotocol/servers,7b1170d1da1e36bc9f553f51e76e64cbfd652b3e,src/fetch,metadata_candidate,manifest_directory,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-083,mcp_and_tool_recipes,mcp-reference-servers,Model Context Protocol servers,https://github.com/modelcontextprotocol/servers,7b1170d1da1e36bc9f553f51e76e64cbfd652b3e,src/filesystem,metadata_candidate,manifest_directory,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
ext-art-084,mcp_and_tool_recipes,mcp-reference-servers,Model Context Protocol servers,https://github.com/modelcontextprotocol/servers,7b1170d1da1e36bc9f553f51e76e64cbfd652b3e,src/git,metadata_candidate,manifest_directory,4,12,Record license status before copying text; keep metadata-only cases when reuse is unclear.,metadata_only_no_third_party_prose_or_code_copied
