experiment,group_type,group_value,metric,aggregation,repeat_index,value,numerator,denominator,notes
ablation_trigger,variant,freeform_only,skill_routing_accuracy,mean,,1.000000,,,
ablation_trigger,variant,freeform_only,skill_routing_accuracy,std,,0.000000,,,
ablation_trigger,variant,full_skillops,ambiguity_handling_rate,repeat,1,0.222222,2,9,
ablation_trigger,variant,full_skillops,ambiguity_handling_rate,repeat,2,0.222222,2,9,
ablation_trigger,variant,full_skillops,ambiguity_handling_rate,repeat,3,0.222222,2,9,
ablation_trigger,variant,full_skillops,ambiguity_handling_rate,mean,,0.222222,,,
ablation_trigger,variant,full_skillops,ambiguity_handling_rate,std,,0.000000,,,
ablation_trigger,variant,full_skillops,f1,repeat,1,0.756757,14,36,
ablation_trigger,variant,full_skillops,f1,repeat,2,0.736842,14,36,
ablation_trigger,variant,full_skillops,f1,repeat,3,0.756757,14,36,
ablation_trigger,variant,full_skillops,f1,mean,,0.750119,,,
ablation_trigger,variant,full_skillops,f1,std,,0.009388,,,
ablation_trigger,variant,full_skillops,false_trigger_rate,repeat,1,0.083333,1,12,
ablation_trigger,variant,full_skillops,false_trigger_rate,repeat,2,0.166667,2,12,
ablation_trigger,variant,full_skillops,false_trigger_rate,repeat,3,0.083333,1,12,
ablation_trigger,variant,full_skillops,false_trigger_rate,mean,,0.111111,,,
ablation_trigger,variant,full_skillops,false_trigger_rate,std,,0.039284,,,
ablation_trigger,variant,full_skillops,precision,repeat,1,0.636364,14,22,
ablation_trigger,variant,full_skillops,precision,repeat,2,0.608696,14,23,
ablation_trigger,variant,full_skillops,precision,repeat,3,0.636364,14,22,
ablation_trigger,variant,full_skillops,precision,mean,,0.627141,,,
ablation_trigger,variant,full_skillops,precision,std,,0.013043,,,
ablation_trigger,variant,full_skillops,recall,repeat,1,0.933333,14,15,
ablation_trigger,variant,full_skillops,recall,repeat,2,0.933333,14,15,
ablation_trigger,variant,full_skillops,recall,repeat,3,0.933333,14,15,
ablation_trigger,variant,full_skillops,recall,mean,,0.933333,,,
ablation_trigger,variant,full_skillops,recall,std,,0.000000,,,
ablation_trigger,variant,full_skillops,skill_routing_accuracy,repeat,1,1.000000,14,14,
ablation_trigger,variant,full_skillops,skill_routing_accuracy,repeat,2,1.000000,14,14,
ablation_trigger,variant,full_skillops,skill_routing_accuracy,repeat,3,1.000000,14,14,
ablation_trigger,variant,full_skillops,skill_routing_accuracy,mean,,1.000000,,,
ablation_trigger,variant,full_skillops,skill_routing_accuracy,std,,0.000000,,,
ablation_trigger,variant,no_execution_constraints,ambiguity_handling_rate,repeat,1,0.000000,0,9,
ablation_trigger,variant,no_execution_constraints,ambiguity_handling_rate,repeat,2,0.222222,2,9,
ablation_trigger,variant,no_execution_constraints,ambiguity_handling_rate,repeat,3,0.000000,0,9,
ablation_trigger,variant,no_execution_constraints,ambiguity_handling_rate,mean,,0.074074,,,
ablation_trigger,variant,no_execution_constraints,ambiguity_handling_rate,std,,0.104757,,,
ablation_trigger,variant,no_execution_constraints,f1,repeat,1,0.700000,14,36,
ablation_trigger,variant,no_execution_constraints,f1,repeat,2,0.736842,14,36,
ablation_trigger,variant,no_execution_constraints,f1,repeat,3,0.700000,14,36,
ablation_trigger,variant,no_execution_constraints,f1,mean,,0.712281,,,
ablation_trigger,variant,no_execution_constraints,f1,std,,0.017368,,,
ablation_trigger,variant,no_execution_constraints,false_trigger_rate,repeat,1,0.166667,2,12,
ablation_trigger,variant,no_execution_constraints,false_trigger_rate,repeat,2,0.166667,2,12,
ablation_trigger,variant,no_execution_constraints,false_trigger_rate,repeat,3,0.166667,2,12,
ablation_trigger,variant,no_execution_constraints,false_trigger_rate,mean,,0.166667,,,
ablation_trigger,variant,no_execution_constraints,false_trigger_rate,std,,0.000000,,,
ablation_trigger,variant,no_execution_constraints,precision,repeat,1,0.560000,14,25,
ablation_trigger,variant,no_execution_constraints,precision,repeat,2,0.608696,14,23,
ablation_trigger,variant,no_execution_constraints,precision,repeat,3,0.560000,14,25,
ablation_trigger,variant,no_execution_constraints,precision,mean,,0.576232,,,
ablation_trigger,variant,no_execution_constraints,precision,std,,0.022955,,,
ablation_trigger,variant,no_execution_constraints,recall,repeat,1,0.933333,14,15,
ablation_trigger,variant,no_execution_constraints,recall,repeat,2,0.933333,14,15,
ablation_trigger,variant,no_execution_constraints,recall,repeat,3,0.933333,14,15,
ablation_trigger,variant,no_execution_constraints,recall,mean,,0.933333,,,
ablation_trigger,variant,no_execution_constraints,recall,std,,0.000000,,,
ablation_trigger,variant,no_execution_constraints,skill_routing_accuracy,repeat,1,1.000000,14,14,
ablation_trigger,variant,no_execution_constraints,skill_routing_accuracy,repeat,2,1.000000,14,14,
ablation_trigger,variant,no_execution_constraints,skill_routing_accuracy,repeat,3,1.000000,14,14,
ablation_trigger,variant,no_execution_constraints,skill_routing_accuracy,mean,,1.000000,,,
ablation_trigger,variant,no_execution_constraints,skill_routing_accuracy,std,,0.000000,,,
ablation_trigger,variant,no_memory_interface,ambiguity_handling_rate,repeat,1,0.000000,0,9,
ablation_trigger,variant,no_memory_interface,ambiguity_handling_rate,repeat,2,0.000000,0,9,
ablation_trigger,variant,no_memory_interface,ambiguity_handling_rate,repeat,3,0.000000,0,9,
ablation_trigger,variant,no_memory_interface,ambiguity_handling_rate,mean,,0.000000,,,
ablation_trigger,variant,no_memory_interface,ambiguity_handling_rate,std,,0.000000,,,
ablation_trigger,variant,no_memory_interface,f1,repeat,1,0.700000,14,36,
ablation_trigger,variant,no_memory_interface,f1,repeat,2,0.700000,14,36,
ablation_trigger,variant,no_memory_interface,f1,repeat,3,0.700000,14,36,
ablation_trigger,variant,no_memory_interface,f1,mean,,0.700000,,,
ablation_trigger,variant,no_memory_interface,f1,std,,0.000000,,,
ablation_trigger,variant,no_memory_interface,false_trigger_rate,repeat,1,0.166667,2,12,
ablation_trigger,variant,no_memory_interface,false_trigger_rate,repeat,2,0.166667,2,12,
ablation_trigger,variant,no_memory_interface,false_trigger_rate,repeat,3,0.166667,2,12,
ablation_trigger,variant,no_memory_interface,false_trigger_rate,mean,,0.166667,,,
ablation_trigger,variant,no_memory_interface,false_trigger_rate,std,,0.000000,,,
ablation_trigger,variant,no_memory_interface,precision,repeat,1,0.560000,14,25,
ablation_trigger,variant,no_memory_interface,precision,repeat,2,0.560000,14,25,
ablation_trigger,variant,no_memory_interface,precision,repeat,3,0.560000,14,25,
ablation_trigger,variant,no_memory_interface,precision,mean,,0.560000,,,
ablation_trigger,variant,no_memory_interface,precision,std,,0.000000,,,
ablation_trigger,variant,no_memory_interface,recall,repeat,1,0.933333,14,15,
ablation_trigger,variant,no_memory_interface,recall,repeat,2,0.933333,14,15,
ablation_trigger,variant,no_memory_interface,recall,repeat,3,0.933333,14,15,
ablation_trigger,variant,no_memory_interface,recall,mean,,0.933333,,,
ablation_trigger,variant,no_memory_interface,recall,std,,0.000000,,,
ablation_trigger,variant,no_memory_interface,skill_routing_accuracy,repeat,1,1.000000,14,14,
ablation_trigger,variant,no_memory_interface,skill_routing_accuracy,repeat,2,1.000000,14,14,
ablation_trigger,variant,no_memory_interface,skill_routing_accuracy,repeat,3,1.000000,14,14,
ablation_trigger,variant,no_memory_interface,skill_routing_accuracy,mean,,1.000000,,,
ablation_trigger,variant,no_memory_interface,skill_routing_accuracy,std,,0.000000,,,
ablation_trigger,variant,no_security_checks,ambiguity_handling_rate,repeat,1,0.111111,1,9,
ablation_trigger,variant,no_security_checks,ambiguity_handling_rate,repeat,2,0.222222,2,9,
ablation_trigger,variant,no_security_checks,ambiguity_handling_rate,repeat,3,0.111111,1,9,
ablation_trigger,variant,no_security_checks,ambiguity_handling_rate,mean,,0.148148,,,
ablation_trigger,variant,no_security_checks,ambiguity_handling_rate,std,,0.052378,,,
ablation_trigger,variant,no_security_checks,f1,repeat,1,0.717949,14,36,
ablation_trigger,variant,no_security_checks,f1,repeat,2,0.736842,14,36,
ablation_trigger,variant,no_security_checks,f1,repeat,3,0.717949,14,36,
ablation_trigger,variant,no_security_checks,f1,mean,,0.724247,,,
ablation_trigger,variant,no_security_checks,f1,std,,0.008906,,,
ablation_trigger,variant,no_security_checks,false_trigger_rate,repeat,1,0.166667,2,12,
ablation_trigger,variant,no_security_checks,false_trigger_rate,repeat,2,0.166667,2,12,
ablation_trigger,variant,no_security_checks,false_trigger_rate,repeat,3,0.166667,2,12,
ablation_trigger,variant,no_security_checks,false_trigger_rate,mean,,0.166667,,,
ablation_trigger,variant,no_security_checks,false_trigger_rate,std,,0.000000,,,
ablation_trigger,variant,no_security_checks,precision,repeat,1,0.583333,14,24,
ablation_trigger,variant,no_security_checks,precision,repeat,2,0.608696,14,23,
ablation_trigger,variant,no_security_checks,precision,repeat,3,0.583333,14,24,
ablation_trigger,variant,no_security_checks,precision,mean,,0.591787,,,
ablation_trigger,variant,no_security_checks,precision,std,,0.011956,,,
ablation_trigger,variant,no_security_checks,recall,repeat,1,0.933333,14,15,
ablation_trigger,variant,no_security_checks,recall,repeat,2,0.933333,14,15,
ablation_trigger,variant,no_security_checks,recall,repeat,3,0.933333,14,15,
ablation_trigger,variant,no_security_checks,recall,mean,,0.933333,,,
ablation_trigger,variant,no_security_checks,recall,std,,0.000000,,,
ablation_trigger,variant,no_security_checks,skill_routing_accuracy,repeat,1,1.000000,14,14,
ablation_trigger,variant,no_security_checks,skill_routing_accuracy,repeat,2,1.000000,14,14,
ablation_trigger,variant,no_security_checks,skill_routing_accuracy,repeat,3,1.000000,14,14,
ablation_trigger,variant,no_security_checks,skill_routing_accuracy,mean,,1.000000,,,
ablation_trigger,variant,no_security_checks,skill_routing_accuracy,std,,0.000000,,,
ablation_trigger,variant,no_trigger_boundary,ambiguity_handling_rate,repeat,1,0.000000,0,9,
ablation_trigger,variant,no_trigger_boundary,ambiguity_handling_rate,repeat,2,0.000000,0,9,
ablation_trigger,variant,no_trigger_boundary,ambiguity_handling_rate,repeat,3,0.000000,0,9,
ablation_trigger,variant,no_trigger_boundary,ambiguity_handling_rate,mean,,0.000000,,,
ablation_trigger,variant,no_trigger_boundary,ambiguity_handling_rate,std,,0.000000,,,
ablation_trigger,variant,no_trigger_boundary,f1,repeat,1,0.731707,15,36,
ablation_trigger,variant,no_trigger_boundary,f1,repeat,2,0.731707,15,36,
ablation_trigger,variant,no_trigger_boundary,f1,repeat,3,0.731707,15,36,
ablation_trigger,variant,no_trigger_boundary,f1,mean,,0.731707,,,
ablation_trigger,variant,no_trigger_boundary,f1,std,,0.000000,,,
ablation_trigger,variant,no_trigger_boundary,false_trigger_rate,repeat,1,0.250000,3,12,
ablation_trigger,variant,no_trigger_boundary,false_trigger_rate,repeat,2,0.250000,3,12,
ablation_trigger,variant,no_trigger_boundary,false_trigger_rate,repeat,3,0.250000,3,12,
ablation_trigger,variant,no_trigger_boundary,false_trigger_rate,mean,,0.250000,,,
ablation_trigger,variant,no_trigger_boundary,false_trigger_rate,std,,0.000000,,,
ablation_trigger,variant,no_trigger_boundary,precision,repeat,1,0.576923,15,26,
ablation_trigger,variant,no_trigger_boundary,precision,repeat,2,0.576923,15,26,
ablation_trigger,variant,no_trigger_boundary,precision,repeat,3,0.576923,15,26,
ablation_trigger,variant,no_trigger_boundary,precision,mean,,0.576923,,,
ablation_trigger,variant,no_trigger_boundary,precision,std,,0.000000,,,
ablation_trigger,variant,no_trigger_boundary,recall,repeat,1,1.000000,15,15,
ablation_trigger,variant,no_trigger_boundary,recall,repeat,2,1.000000,15,15,
ablation_trigger,variant,no_trigger_boundary,recall,repeat,3,1.000000,15,15,
ablation_trigger,variant,no_trigger_boundary,recall,mean,,1.000000,,,
ablation_trigger,variant,no_trigger_boundary,recall,std,,0.000000,,,
ablation_trigger,variant,no_trigger_boundary,skill_routing_accuracy,repeat,1,0.933333,14,15,
ablation_trigger,variant,no_trigger_boundary,skill_routing_accuracy,repeat,2,0.933333,14,15,
ablation_trigger,variant,no_trigger_boundary,skill_routing_accuracy,repeat,3,0.933333,14,15,
ablation_trigger,variant,no_trigger_boundary,skill_routing_accuracy,mean,,0.933333,,,
ablation_trigger,variant,no_trigger_boundary,skill_routing_accuracy,std,,0.000000,,,
